시군명,사업장명,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,폐업일자,소재지시설전화번호,소재지면적정보,도로명우편번호,소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도,업태구분명정보,X좌표값,Y좌표값,점포구분명
성남시,홈플러스(주) 야탑점,2000-04-01,,1,정상영업,,031-705-2080,10370,,경기도 성남시 분당구 성남대로925번길 16 (야탑동),경기도 성남시분당구 야탑동 341호,13497,37.4130939326,127.1272456048,대형마트,211202.148849893    ,434560.911834998    ,대규모점포
성남시,이천일아울렛 분당점,2002-04-20,,1,정상영업,,031-786-2001,20698.77,13630,"경기도 성남시 분당구 미금일로154번길 20, 2001아울렛 (구미동)",경기도 성남시 분당구 구미동 11번지 4호 2001아울렛,13630,37.3490770543,127.1074648235,복합쇼핑몰,209436.079182931    ,427437.237499513    ,대규모점포
성남시,분당 현대시장,19920703,,1,정상영업,,031-701-1240,4627.98,,경기도 성남시 분당구 중앙공원로40번길 8 (서현동),경기도 성남시 분당구 서현동 94번지,463050,37.3796402,127.1301507,시장,211462.754186616    ,430856.274957711    ,
성남시,동신종합시장,19930714,,1,정상영업,,0342 7118628,,,경기도 성남시 분당구 돌마로 361 (수내동),경기도 성남시분당구 수내동 63번지 2   호   ,13599,37.3705296,127.1228763,그 밖의 대규모점포,,,
성남시,분당우성시장,19951122,,1,정상영업,,031 7013557,,,경기도 성남시 분당구 중앙공원로40번길 42 (서현동),경기도 성남시분당구 서현동 94번지 3   호   ,13589,37.3782235,127.1321016,그 밖의 대규모점포,,,
성남시,코코프라자시장,19941202,,1,정상영업,,0342 7077315,,,경기도 성남시 분당구 서현로210번길 20 6호 (서현동),경기도 성남시분당구 서현동 248-5.6호   ,13591,37.3858636,127.1240750,그 밖의 대규모점포,,,
성남시,홈플러스(주) 익스프레스 분당점,2014-10-02,,1,정상영업,,031-701-8549,295,463-831,경기도 성남시 분당구 장안로 39 (분당동),경기도 성남시 분당구 분당동 90-1번지,13583,37.3704636672,127.1434601531,구분없음,212637.407607508    ,429830.868576239    ,준대규모점포
성남시,한솔프라자시장,19970711,,1,정상영업,,031 7154122,,,경기도 성남시 분당구 내정로17번길 2 (정자동),경기도 성남시분당구 정자동 127번지 3호   ,13612,37.3618431,127.1144416,그 밖의 대규모점포,210070.897509839    ,428945.094477043    ,
성남시,단대마트시장,19931105,,1,정상영업,,031-749-8982,5228.63,,,경기도 성남시 중원구 금광1동 10번지,462241,37.4445515,127.1580144,시장,213918.08132177     ,438064.646460358    ,
성남시,분당종합시장,19961019,,1,정상영업,,031 7146417,,,,"경기도 성남시분당구 수내동 83-1,2호호   ",,,,그 밖의 대규모점포,,,
성남시,홈플러스(주) 익스프레스 수진점,2013-06-14,,1,정상영업,,031-723-8545,291.9,,경기도 성남시 수정구 수정로 140 (수진동),경기도 성남시 수정구 수진동 2번지,461-180,37.4417929787,127.1357061317,구분없음,211935.912354932    ,437751.740876423    ,준대규모점포
성남시,미래타운제1종합시장,19941202,,1,정상영업,,0342 7017007,,,경기도 성남시 분당구 불정로386번길 10 (서현동),경기도 성남시분당구 서현동 307호   ,13587,37.3731173,127.1379296,그 밖의 대규모점포,212152.341107485    ,430133.858908997    ,
성남시,홈플러스(주) 익스프레스 푸른마을점,2013-06-14,,1,정상영업,,031-726-8546,385.85,,경기도 성남시 분당구 불정로 255 (수내동),경기도 성남시 분당구 수내동 83번지 3호,463-020,37.3669317506,127.1264238083,구분없음,211126.322091631    ,429438.144792554    ,준대규모점포
성남시,GS수퍼마켓 미래점,2011-08-11,,1,정상영업,,031-701-1913,670,,"경기도 성남시 분당구 불정로376번길 37 (서현동,(312-4))",경기도 성남시 분당구 서현동 312번지 3호 (312-4),463-819,37.3716232922,127.1394452519,구분없음,212277.21202208     ,429964.013853484    ,준대규모점포
성남시,현대백화점 판교점,2015-04-14,,1,정상영업,,070-7204-9702,59887.88,13529,"경기도 성남시 분당구 판교역로146번길 20, 현대백화점 판교점 (백현동)",경기도 성남시 분당구 백현동 541 현대백화점 판교점,13529,37.3927822598,127.1120948679,백화점,209850.446960528    ,432304.149379043    ,대규모점포
성남시,(주)이마트분당점,1996-11-02,,1,정상영업,,031-710-1052,11371.32,,경기도 성남시 분당구 불정로 134 (정자동),경기도 성남시분당구 정자동 211호,13605,37.3587980632,127.1197565645,대형마트,210542.529800466    ,428535.664844133    ,대규모점포
성남시,(주)이마트분당점,1998-09-17,,1,정상영업,,031-710-1234,7772.51,,경기도 성남시 분당구 불정로 134 (정자동),경기도 성남시분당구 정자동 211호,13605,37.3587980632,127.1197565645,대형마트,210542.529800466    ,428535.664844133    ,대규모점포
성남시,하대원시장,20061106,,1,정상영업,,031-721-5522,1260,13407,경기도 성남시 중원구 마지로 118 (하대원동),경기도 성남시 중원구 하대원동 266번지 1호 등 12필지,13407,37.4273891,127.1421507,시장,212517.471259378    ,436158.853830559    ,대규모점포
성남시,GS수퍼마켓 분당시범단지점,2011-08-11,,1,정상영업,,031-781-2141,555,,"경기도 성남시 분당구 중앙공원로31번길 42 (서현동,서현파크 제158호,제159호)","경기도 성남시 분당구 서현동 89번지 서현파크 제158호,제159호",463-050,37.3830995869,127.1254964279,구분없음,211043.779309531    ,431230.68949626     ,준대규모점포
성남시,홈플러스(주)익스프레스 이매점,2012-04-10,,1,정상영업,,031-781-8540,268.4,463-806,"경기도 성남시 분당구 판교로 434, 101~103호 (이매동)",경기도 성남시 분당구 이매동 131번지 2호  명건빌딩 101~103호,463-806,37.4051720970,127.1219629534,복합쇼핑몰,210727.682131948    ,433676.532394235    ,준대규모점포
성남시,현대프라자시장,19960520,,1,정상영업,,031 7173044,,,경기도 성남시 분당구 돌마로 364 (수내동),경기도 성남시분당구 수내동 79번지 2   호   ,13600,37.3698982,127.1235978,그 밖의 대규모점포,,,
성남시,테마폴리스지하1층점,20050823,,1,정상영업,,003107250131,4575.76,,경기도 성남시 분당구 성남대로925번길 16 (야탑동),경기도 성남시분당구 야탑동 341호,13497,37.4130257,127.1272138,그 밖의 대규모점포,211202.148849893    ,434560.911834998    ,
성남시,(주)이마트에브리데이 이매동점,2012-02-14,,1,정상영업,,0317030074,745.28,463-905,"경기도 성남시 분당구 양현로94번길 29, 이매동 이매촌상가동비01호 (이매동)",경기도 성남시 분당구 이매동 123번지 이매촌아파트 상가동 비01호,463-905,37.3915495879,127.1267874535,구분없음,211174.949647003    ,432260.868907152    ,준대규모점포
성남시,홈플러스(주) 익스프레스 분당정자점,2013-06-14,,1,정상영업,,031-717-8531,307.8,,"경기도 성남시 분당구 내정로 58 (정자동,스포라이프 스포츠센터 101~105)",경기도 성남시 분당구 정자동 117번지 1호  스포라이프 스포츠센터 101~105,463-010,37.3653635126,127.1152287526,구분없음,210134.637941368    ,429264.635322598    ,준대규모점포
성남시,단대마트시장,19931105,,1,정상영업,,0342 7498982,,,,경기도 성남시중원구 금광동 10호   ,13180,37.4445515,127.1580144,그 밖의 대규모점포,213918.08132177     ,438064.646460358    ,
성남시,더샵 스타파크 쇼핑몰,2007-03-09,,1,정상영업,,031-8022-5111,13912,13560,"경기도 성남시 분당구 정자일로 121 (정자동, 더샵스타파크)",경기도 성남시 분당구 정자동 174번지 1호 더샵스타파크,13560,37.3613182925,127.1048941235,그 밖의 대규모점포,209246.187569379    ,428774.799450215    ,대규모점포
성남시,홈플러스(주) 익스프레스 수내점,2013-06-13,,1,정상영업,,,2215.84,,"경기도 성남시 분당구 내정로173번길 11, B01호 (수내동,양지마을상가)",경기도 성남시 분당구 수내동 29번지 양지마을상가  B01호,463-020,37.3749106148,127.1184667209,그 밖의 대규모점포,210421.232418185    ,430307.058659489    ,준대규모점포
성남시,성남중앙지하시장,19950906,,1,정상영업,,031-721-9111,11417.81,,,경기도 성남시 수정구 신흥동 2467번지,13337,37.4398018,127.1448179,시장,213244.090085184    ,437927.010144634    ,대규모점포
성남시,미래타운 제2종합시장,19941202,,1,정상영업,,031-704-8151,1567.84,,경기도 성남시 분당구 불정로376번길 31 (서현동),경기도 성남시 분당구 서현동 311번지,463050,37.3722872,127.1389103,시장,212239.32415708     ,430042.370736928    ,
수원시,노브랜드 스타필드수원점,2023-11-21,,1,정상영업,,02-380-9706,727.43,,경기도 수원시 장안구 수성로 175,"경기도 수원시 장안구 정자동 111-10 외 3필지, 지하2층",16318,37.2874406644,126.9915632992,구분없음,199213.609777517    ,420584.070996806    ,준대규모점포
수원시,NC수원 터미널점,2001-09-13,,1,정상영업,,031-8065-3614,26072.06,,경기도 수원시 권선구 경수대로 270 (권선동),경기도 수원시권선구 권선동 1189호,16585,37.2504974396,127.0208246964,그 밖의 대규모점포,201782.733115582    ,416501.699707548    ,대규모점포
수원시,홈플러스(주)익스프레스 화서점,2011-10-31,,1,정상영업,,031-255-8543,668.6,442-864,경기도 수원시 팔달구 화양로35번길 6 (화서동),경기도 수원시 팔달구 화서동 212번지,442-150,37.2812332597,126.9965233753,구분없음,199618.343358284    ,419934.360506858    ,준대규모점포
수원시,홈플러스(주)익스프레스 매탄점,2011-10-31,,1,정상영업,,031-212-8543,235,443-373,경기도 수원시 영통구 효원로 363 (매탄동),경기도 수원시 영통구 매탄동 1352번지,443-370,37.2596128459,127.0419006795,구분없음,203603.161205028    ,417765.005936104    ,준대규모점포
수원시,홈플러스(주)익스프레스 수원매탄2점,20140922,,1,정상영업,,031-217-8545,237.7,443800,경기도 수원시 영통구 중부대로 254 (매탄동),경기도 수원시 영통구 매탄동 153-23번지,16531,37.2745193451,127.0435699811,구분없음,203789              ,419188              ,준대규모점포
수원시,롯데쇼핑(주) 롯데슈퍼 인계점,2009-07-10,,1,정상영업,,031-217-5604,402,442-828,경기도 수원시 팔달구 권광로 262 (인계동),경기도 수원시 팔달구 인계동 362번지,442-828,37.2706396939,127.0356755572,구분없음,203100.01965872     ,418750.284714679    ,준대규모점포
수원시,(주)이마트 광교점,2015-06-29,,1,정상영업,,02-380-9394,16100.78,443-270,경기도 수원시 영통구 광교로 191 (이의동),경기도 수원시 영통구 이의동 1240번지,443-270,37.2963728697,127.0469017985,대형마트,204159.790041271    ,421622.575799907    ,대규모점포
수원시,엘리웨이 광교,20180307,,1,정상영업,,02-539-1781,14809.24,16500,경기도 수원시 영통구 광교중앙로25번길 74 (원천동),경기도 수원시 영통구 원천동 582번지 9호,16500,37.2761514449,127.0507904830,그 밖의 대규모점포,204437.000117278    ,419359.853305028    ,대규모점포
수원시,트레이더스 홀세일클럽 수원점,2013-07-19,,1,정상영업,,031-8005-1250~1,13669.94,16682,경기도 수원시 영통구 삼성로 2 (신동),경기도 수원시 영통구 신동 941번지,16682,37.2461087859,127.0486461530,대형마트,204246.15796254     ,416018.208911536    ,대규모점포
수원시,지에스 더프레시(GS THE FRESH) 권선아이파크점,2017-07-26,,1,정상영업,,031-8006-4646,203.2,16663,"경기도 수원시 권선구 동수원로177번길 40 (권선동, 권선아이파크5차 단지상가 109호~111호)",경기도 수원시 권선구 권선동 1364번지 권선아이파크5차 단지상가 109호~111호,16663,37.2468993590,127.0294393616,구분없음,202599.794401948    ,416089.125805678    ,준대규모점포
수원시,홈플러스(주) 동수원점,2002-02-26,,1,정상영업,,031-231-8128,16703.75,,경기도 수원시 팔달구 효원로 257 (인계동),경기도 수원시팔달구 인계동 1045호,16490,37.2627666707,127.0301301050,대형마트,202602.629959972    ,417869.723857315    ,대규모점포
수원시,팅스(tings),20110125,,1,정상영업,,"243-2252, 243-2297",24843.88,,경기도 수원시 팔달구 갓매산로 85 (매산로1가),경기도 수원시 팔달구 매산로1가 23번지,442081,37.2701121382,127.0012668946,쇼핑센터,200063.211202216    ,418635.531170687    ,대규모점포
수원시,역전시장,19671217,,1,정상영업,,031 2565019,20093,,경기도 수원시 팔달구 매산로 2-10 (매산로1가),경기도 수원시 팔달구 매산로1가 57번지 3호,442081,37.2662767721,127.0023523514,시장,200143.578676782    ,418242.337011693    ,대규모점포
수원시,센터블SPA,20030818,,1,정상영업,,031-229-7700,14450,,경기도 수원시 권선구 동수원로 232 (권선동),경기도 수원시권선구 권선동 1296번지 5호,16553,37.2502552995,127.0346956315,쇼핑센터,203008.63167969     ,416482.021577373    ,대규모점포
수원시,뉴코아 동수원아울렛,1992-12-17,,1,정상영업,,031-229-7756,28601.46,,경기도 수원시 팔달구 인계로 154 (인계동),경기도 수원시팔달구 인계동 1114번지 1   호,16488,37.2662986444,127.0343149778,쇼핑센터,202973.410322233    ,418262.114463247    ,대규모점포
수원시,홈플러스(주) 원천점,2000-11-13,,1,정상영업,,031-252-2080,9326.64,16513,경기도 수원시 영통구 중부대로 437 (원천동),경기도 수원시 영통구 원천동 177번지 1호,16513,37.2700608855,127.0636056648,대형마트,205572.586871555    ,418683.704929064    ,대규모점포
수원시,지에스 더프레시(GS THE FRESH) 수원화서점,2021-09-13,,1,정상영업,,02-2006-2678,189.2,16318,"경기도 수원시 장안구 대평로 27, 107~109호 (정자동, 화서역 파크푸르지오)",경기도 수원시 장안구 정자동 111-20 화서역 파크푸르지오,16318,37.2902327497,126.9952562514,구분없음,199460.301398641    ,420871.789200422    ,준대규모점포
수원시,화서역파크푸르지오 오피스텔&상가,2021-05-25,,1,정상영업,,02-3404-4921,5855.48,16318,"경기도 수원시 장안구 대평로 27 (정자동, 화서역 파크푸르지오)",경기도 수원시 장안구 정자동 950 화서역 파크푸르지오,16318,37.2907471048,126.9932784720,복합쇼핑몰,199460.301398641    ,420871.789200422    ,대규모점포
수원시,홈씨씨 수원점,2022-02-22,,1,정상영업,,02-2015-8524,5926.48,16621,경기도 수원시 권선구 세화로134번길 31(서둔동),경기도 수원시 권선구 서둔동 296-124,16621,37.2655599359,126.9969660864,전문점,199672.086338054    ,418258.297963828    ,대규모점포
수원시,지에스더프레시(GS THE FRESH) 수원매교역점,2023-02-23,,1,정상영업,,02-2006-2678,170,16469,경기도 수원시 팔달구 인계로 20(매교동),경기도 수원시 팔달구 매교동 209-14,16469,,,구분없음,201559.53418689     ,418602.288236093    ,준대규모점포
수원시,광교 엘포트 몰,20180226,,1,정상영업,,02-2189-6000,13933.92,16508,경기도 수원시 영통구 광교중앙로 145 (이의동),경기도 수원시 영통구 이의동 1336번지 1호,16508,37.2870392797,127.0577089754,그 밖의 대규모점포,205049.975090731    ,420565.686790601    ,대규모점포
수원시,롯데쇼핑(주) 롯데마트 광교점,2012-03-27,,1,정상영업,,02-2145-8474,13912.61,16507,"경기도 수원시 영통구 센트럴타운로 85(이의동, 광교C1 호반베르디움, Summit Place광교)","경기도 수원시 영통구 이의동 1332 광교C1 호반베르디움, Summit Place광교",16507,37.2915640479,127.0504732206,대형마트,204409.226022404    ,420967.617798492    ,대규모점포
수원시,지에스더프레시(GS The Fresh) 수원팔달점,2022-07-18,,1,정상영업,,031-231-2428,243.3,16464,"경기도 수원시 팔달구 효원로93번길 33, 상가1동 101~104호 (매교동, 힐스테이트 푸르지오 수원)",경기도 수원시 팔달구 매교동 292 힐스테이트 푸르지오 수원,16464,37.2683307749,127.0129069032,구분없음,201012.391062735    ,418409.370803645    ,준대규모점포
수원시,지에스더프레시(GS THE FRESH) 수원한일타운점,2023-05-04,,1,정상영업,,02-2006-2678,298.5,16295,"경기도 수원시 장안구 경수대로976번길 22 (조원동, 수원 한일타운)",경기도 수원시 장안구 조원동 881 수원 한일타운,16294,37.3052695854,127.0085048947,구분없음,200677.578238738    ,422613.876922536    ,준대규모점포
수원시,지에스리테일(수원센트럴점),2023-05-04,,1,정상영업,,02-2006-2678,248,16475,"경기도 수원시 팔달구 세지로 211 (인계동, 인계 파밀리에)",경기도 수원시 팔달구 인계동 865-10 인계 파밀리에,16475,37.2699135831,127.0230815204,구분없음,201942.305670572    ,418720.35220815     ,준대규모점포
수원시,한화갤러리아(주) 광교점,2019-06-21,,1,정상영업,,02-410-7138,66350,16514,"경기도 수원시 영통구 광교중앙로 124, 갤러리아 광교 (하동)",경기도 수원시 영통구 하동 1017-2 갤러리아 광교,16514,37.2853339989,127.0572677088,백화점,205023.582888351    ,420361.248170516    ,대규모점포
수원시,중흥S클래스,20191114,,1,정상영업,,062-510-2310,38325,16517,"경기도 수원시 영통구 광교호수공원로 277 (원천동, 광교중흥에스클래스)",경기도 수원시 영통구 원천동 589번지 광교중흥에스클래스,16517,37.2827839999,127.0575195438,그 밖의 대규모점포,,,대규모점포
수원시,롯데쇼핑(주) 롯데슈퍼 정자점,2002-12-05,,1,정상영업,,031-246-9092,1482.6,440-301,경기도 수원시 장안구 정자천로 187 (정자동),경기도 수원시 장안구 정자동 874-2번지,16334,37.2965613775,126.9954621899,구분없음,199524.963492432    ,421620.627876998    ,준대규모점포
수원시,(주) 스타필드 수원,2023-10-30,,1,정상영업,,02-6921-1638,103145.33,16318,경기도 수원시 장안구 수성로 175 (정자동),경기도 수원시 장안구 정자동 111-14,16318,37.2874406644,126.9915632992,복합쇼핑몰,199161.380909543    ,420620.351156652    ,대규모점포
수원시,홈플러스(주) 서수원점,2011-12-12,,1,정상영업,,031-8019-1024,20860.31,16393,경기도 수원시 권선구 금곡로 236 (금곡동),경기도 수원시 권선구 금곡동 1116번지 홈플러스,16393,37.2744372277,126.9558834150,대형마트,195965.406968544    ,419154.489182672    ,대규모점포
수원시,(주)이마트 수원점,2001-09-13,,1,정상영업,,031-207-1054,10907.67,441-713,경기도 수원시 권선구 경수대로 270 (권선동),경기도 수원시 권선구 권선동 1189번지,16585,37.2504974396,127.0208246964,대형마트,201782.733115582    ,416501.699707548    ,대규모점포
수원시,타임빌라스 수원,2014-11-20,,1,정상영업,,031-247-3055,74247.63,16621,"경기도 수원시 권선구 세화로 134 (서둔동, 롯데몰수원점)",경기도 수원시 권선구 서둔동 381번지 롯데몰수원점,16621,37.2641013965,126.9973705173,쇼핑센터,199673.378589066    ,418025.547756245    ,대규모점포
수원시,(주)지에스리테일 GS 수퍼 수원매탄점,2012-12-17,,1,정상영업,,031-211-2034,550.46,16543,"경기도 수원시 영통구 효원로 363, 매탄 위브 하늘채 상가 제비동 제지층 제비01호 (매탄동, 매탄 위브 하늘채)",경기도 수원시 영통구 매탄동 1352 매탄 위브 하늘채,16543,37.2609646021,127.0418135500,구분없음,203603.161205028    ,417765.005936104    ,준대규모점포
수원시,(주)이마트 서수원점,2005-08-18,,1,정상영업,,031-895-1052,14301,441-819,경기도 수원시 권선구 수인로 291 (구운동),경기도 수원시 권선구 구운동 925번지,441-819,37.2826692976,126.9703199061,대형마트,197288.720762935    ,420051.3394073      ,대규모점포
수원시,롯데쇼핑(주) 롯데마트 영통점,20011117,,1,정상영업,,031-201-7283,30647,,경기도 수원시 영통구 봉영로 1579 (영통동),경기도 수원시영통구 영통동 960번지 1호,16703,37.2527384461,127.0716666812,대형마트,206280.42241937     ,416752.265272239    ,대규모점포
수원시,북수원 패션아울렛,2003-04-25,,1,정상영업,,031-303-0000,19103.46,,경기도 수원시 장안구 경수대로 950 (조원동),경기도 수원시장안구 조원동 893호,16295,37.3035437598,127.0075005776,쇼핑센터,200590.511692153    ,422392.384620274    ,대규모점포
수원시,롯데쇼핑(주) 롯데슈퍼 우만점,2010-02-27,,1,정상영업,,031-216-5603,253.8,442-191,경기도 수원시 팔달구 중부대로143번길 39 (우만동),경기도 수원시 팔달구 우만동 559-7번지,16240,37.2799822031,127.0321325369,구분없음,202779.748295951    ,419781.817002439    ,준대규모점포
수원시,홈플러스(주) 북수원점,2000-08-25,,1,정상영업,,031-259-8000,20000.14,,경기도 수원시 장안구 경수대로 930 (조원동),경기도 수원시 장안구 조원1동 896번지,440-201,37.3027649664,127.0088032891,대형마트,200709.882380059    ,422304.072402192    ,대규모점포
수원시,홈플러스(주)익스프레스 수원연무점,2014-09-16,,1,정상영업,,031-256-8546,232.6,440-813,경기도 수원시 장안구 창룡대로 193 (연무동),경기도 수원시 장안구 연무동 245-32번지,16219,37.2926790572,127.0311851852,구분없음,202693.265138935    ,421193.449255723    ,준대규모점포
수원시,롯데쇼핑(주) 롯데마트 천천점,2003-11-20,,1,정상영업,,031-240-2500,6535.57,,경기도 수원시 장안구 만석로19번길 25-10 (천천동),경기도 수원시장안구 천천동 525호,16329,37.2964141832,126.9822510076,대형마트,198351.916669296    ,421604.975940414    ,대규모점포
수원시,아브뉴프랑광교점,2015-05-29,,1,정상영업,,02-6177-0621,25461,443-270,경기도 수원시 영통구 센트럴타운로 85 (이의동),경기도 수원시 영통구 이의동 1332번지,443-270,37.2908944608,127.0498002839,쇼핑센터,204409.226022404    ,420967.617798492    ,대규모점포
수원시,(주)이마트에브리데이 매탄점,2014-09-16,,1,정상영업,,031-213-2586,620.21,443-718,경기도 수원시 영통구 인계로 219 (매탄동),경기도 수원시 영통구 매탄동 810-3번지 삼성1차아파트,16537,37.2660564478,127.0415458572,구분없음,203654.140907291    ,418212.585267662    ,준대규모점포
수원시,AK플라자수원점,2003-02-11,,1,정상영업,,031-240-0602,54303.8,442-081,경기도 수원시 팔달구 덕영대로 924 (매산로1가),경기도 수원시팔달구 매산로1가 18호,16622,37.2656360259,127.0000332550,복합쇼핑몰,199920.194662903    ,418246.927112644    ,대규모점포
수원시,수원종합공구단지,2007-06-22,,1,정상영업,,031-291-0945,26247.28,,경기도 수원시 권선구 권선로 308-18 (고색동),경기도 수원시 권선구 고색동 986번지,441-813,37.2540713690,126.9853600411,전문점,198613.570371955    ,417039.040348815    ,대규모점포
수원시,롯데쇼핑(주)롯데몰 광교점,2015-05-18,,1,정상영업,,02-2118-6891,31749.58,16508,"경기도 수원시 영통구 도청로 10 (이의동, 광교센트럴푸르지오시티)",경기도 수원시 영통구 이의동 1338번지,16508,37.2865820892,127.0559743208,쇼핑센터,204888.855554772    ,420476.391558834    ,대규모점포
수원시,홈플러스(주) 영통점,2000-08-25,,1,정상영업,,031-201-8000,16100,,경기도 수원시 영통구 봉영로 1576 (영통동),경기도 수원시영통구 영통동 994번지 2호,16704,37.2518134073,127.0726078415,대형마트,206365.525651714    ,416652.30156114     ,대규모점포
수원시,영동시장,19691219,,1,정상영업,,031 251 0171,2813,,경기도 수원시 팔달구 수원천로255번길 6 (영동),경기도 수원시팔달구 영동 8번지,442010,37.2768907290,127.0187173017,시장,201579.422662333    ,419466.645368527    ,대규모점포
수원시,지에스(GS)수퍼 수원권선점,2017-06-02,,1,정상영업,,031-8006-4646,247.68,16582,"경기도 수원시 권선구 권광로 55 (권선동, 권선자이이편한세상)",경기도 수원시 권선구 권선동 1330번지 권선자이이편한세상 상가 B105호~107호,16582,37.2548365273,127.0261423317,구분없음,202272.314465399    ,416779.037573728    ,준대규모점포
수원시,(주)지에스리테일 GS수퍼 수원아트리움점,2015-12-31,,1,정상영업,,02-2006-3059,968.32,16336,"경기도 수원시 장안구 이목로 24-3, 지하1층 B01~B03호 (정자동)",경기도 수원시 장안구 정자동 600-28,16336,37.3096213713,126.9847446701,구분없음,198580.177391346    ,423071.097411366    ,준대규모점포
시흥시,롯데쇼핑(주) 롯데마트 시흥점,2000-02-26,,1,정상영업,,031 435 7500,7480,429-874,경기도 시흥시 비둘기공원로 28 (대야동),경기도 시흥시 대야동 542번지,429-874,37.4430368253,126.7919559438,대형마트,181520.673307238    ,437898.181862031    ,대규모점포
시흥시,성담스퀘어,2000-04-12,,1,정상영업,,0313655050,12684.89,429-861,경기도 시흥시 정왕대로 210 (정왕동),경기도 시흥시 정왕동 1734번지 1호,429-450,37.3459328804,126.7368812651,쇼핑센터,176599.546077229    ,427145.740913738    ,대규모점포
시흥시,스틸랜드 관리단,2008-02-20,,1,정상영업,,031-8041-4500,214876.79,429-937,경기도 시흥시 오이도로 21 (정왕동),"경기도 시흥시 정왕동 2210,2212,2213번지",429-450,37.3462087460,126.6981873285,전문점,173354.884787312    ,426990.403993901    ,대규모점포
시흥시,신세계프리미엄아울렛 시흥점,2019-03-18,,1,정상영업,,02-2185-1234,46903.89,15010,경기도 시흥시 서해안로 699 (정왕동),경기도 시흥시 배곧동 36번지,15010,37.3803293949,126.7369394796,복합쇼핑몰,176568.020503007    ,430857.327073249    ,대규모점포
시흥시,롯데쇼핑(주) 롯데마트 시화점,2005-03-31,,1,정상영업,,031 496 7722,2512,429-853,경기도 시흥시 마유로238번길 26 (정왕동),경기도 시흥시 정왕동 1366번지 4호,15079,37.3376271419,126.7306774357,대형마트,176013.580530478    ,426137.322631345    ,대규모점포
시흥시,시흥배곧 아브뉴프랑 센트럴,20190806,,1,정상영업,,02-6177-0315,47820.69,15011,"경기도 시흥시 서울대학로264번길 7, 시흥배곧 아브뉴프랑 센트럴 (정왕동)",경기도 시흥시 정왕동 1771번지 31호,15011,37.3691267298,126.7260417622,그 밖의 대규모점포,174116.463264643    ,428572.132228513    ,대규모점포
시흥시,시흥플랑드르,2020-06-17,,1,정상영업,,,27134.94,14999,"경기도 시흥시 장현능곡로 155, 시흥 플랑드르 (능곡동)",경기도 시흥시 능곡동 235-1 시흥 플랑드르,15121,37.3710186339,126.8072928232,그 밖의 대규모점포,182864.742763587    ,429902.071373508    ,대규모점포
시흥시,홈플러스 익스프레스 시흥배곧점,20211020,,1,정상영업,,031-8042-2293,205.9,15010,"경기도 시흥시 서울대학로278번길 19-13(배곧동, 시흥배곧 C1 호반 써밋플레이스)",경기도 시흥시 배곧동 191 시흥배곧 C1 호반 써밋플레이스,15010,37.3709989287,126.7270163836,구분없음,,,준대규모점포
시흥시,아쿠아펫랜드,2023-04-03,,1,정상영업,,070-7773-5390,44052.4,15119,"경기도 시흥시 거북섬북로 54, 아쿠아펫랜드 (정왕동)",경기도 시흥시 정왕동 2684 아쿠아펫랜드,15119,37.3292931228,126.6789187057,그 밖의 대규모점포,171450.600413716    ,425422.79435828     ,대규모점포
시흥시,홈플러스(주)시화점,2004-03-17,,1,정상영업,,031 434 7684,19305,429-450,경기도 시흥시 희망공원로 269 (정왕동),경기도 시흥시 정왕동 2166번지 4호,15081,37.3452082082,126.7252373690,대형마트,175571.408649221    ,427063.061719326    ,대규모점포
시흥시,롯데마켓 999 시흥정왕역점,20120419,,1,정상영업,,031-433-3859,168.9,429450,경기도 시흥시 오동마을로 14 (정왕동),경기도 시흥시 정왕2동 2319번지 3호   101호,429452,37.3526092,126.7430521,,177169.734152622    ,427882.357489452    ,준대규모점포
시흥시,시화공구상가사업협동조합,1997-03-17,,1,정상영업,,031 4305001,22877.58,429-879,경기도 시흥시 공단1대로 204 (정왕동),경기도 시흥시 정왕2동 1364번지,429-879,37.3377342760,126.7236208243,그 밖의 대규모점포,175470.687063644    ,426164.742756383    ,대규모점포
시흥시,시화공작기계 스텐레스판매조합,20080616,,1,정상영업,,498-6985,19599.9,429793,경기도 시흥시 산기대학로 115 (정왕동),경기도 시흥시 정왕동 2166번지 2호,429450,37.3467776,126.7224418,전문점,175342.113845703    ,427240.561121589    ,대규모점포
시흥시,한국기계유통단지관리사무소,20170406,,1,정상영업,,031-507-2004,26011.6,15119,경기도 시흥시 시화벤처로 6-19 (정왕동),경기도 시흥시 정왕동 2632번지,15119,37.3326288208,126.6855310518,전문점,172118              ,425572              ,대규모점포
시흥시,롯데쇼핑(주) 롯데마트 시흥배곧점,2016-09-22,,1,정상영업,,02-2145-8487,13550.1,15011,"경기도 시흥시 서울대학로278번길 67 (정왕동, 롯데마트(시흥배곧점))",경기도 시흥시 배곧동 202번지 롯데마트(시흥배곧점),15011,37.3688907319,126.7313182505,대형마트,176109.153092015    ,429698.791930655    ,대규모점포
시흥시,시화유통상가사업협동조합,1997-03-17,,1,정상영업,,031 430 0114,23740.74,429-853,"경기도 시흥시 공단1대로 244, 지원상가동 308호 (정왕동)",경기도 시흥시 정왕동 1367-1번지 지원 상가동 308호,15103,37.3347248053,126.7265416247,그 밖의 대규모점포,175751.992022502    ,425940.901471747    ,대규모점포
