"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-10-20 ~ 2025-10-19"
"실거래구분 : 오피스텔(전월세)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 수원시 영통구"
"읍면동 : 영통동"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)"
"325","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202411","02","450","69","10","2017"," ","202412~202511","갱신","사용","450","66"
"326","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202411","02","1,000","75","12","2017"," ","202412~202512","신규","-","",""
"327","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202410","30","13,000","10","8","2017"," ","202411~202611","신규","-","",""
"328","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","25.1300","202410","30","1,000","75","10","2017"," ","202411~202511","신규","-","",""
"329","경기도 수원시 영통구 영통동","1023-1","1023","0001","메가플러스4","월세","30.2400","202410","29","2,000","40","3","2004","영일로 8","202501~202601","신규","-","",""
"330","경기도 수원시 영통구 영통동","1012-1","1012","0001","영통역아이파크","월세","26.0800","202410","26","4,000","53","17","2017"," ","202411~202511","갱신","-","4,000","0"
"331","경기도 수원시 영통구 영통동","1023-1","1023","0001","메가플러스4","월세","30.2400","202410","26","1,000","50","10","2004","영일로 8","202411~202511","신규","-","",""
"332","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","28.2800","202410","26","1,000","78","13","2017"," ","202411~202510","갱신","-","1,000","70"
"333","경기도 수원시 영통구 영통동","996-3","0996","0003","대우 월드마크 영통","월세","60.2700","202410","25","17,000","20","9","2008","봉영로 1620","202412~202612","신규","-","",""
"334","경기도 수원시 영통구 영통동","958-2","0958","0002","훼미리타워","월세","27.7400","202410","23","500","45","9","2000","봉영로 1617","202410~202504","신규","-","",""
"335","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","월세","24.3800","202410","21","1,800","59","12","2017"," ","202412~202512","신규","-","",""
"336","경기도 수원시 영통구 영통동","998-7","0998","0007","(998-7)","전세","25.5000","202410","21","12,600","0","11","2017"," ","202412~202612","신규","-","",""
